"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"05.05.2020","3.922,40","3.853,27","3.946,60","3.853,27","","1,79%"
"04.05.2020","3.853,27","3.977,56","3.980,42","3.829,37","","-3,12%"
"30.04.2020","3.977,56","4.014,70","4.017,47","3.943,62","","-0,93%"
"29.04.2020","4.014,70","3.900,92","4.020,21","3.900,92","","2,92%"
"28.04.2020","3.900,92","3.810,89","3.925,36","3.810,89","","2,34%"
"27.04.2020","3.811,71","3.679,67","3.811,73","3.679,67","","3,59%"
"24.04.2020","3.679,67","3.748,49","3.754,16","3.679,28","","-1,84%"
"23.04.2020","3.748,49","3.678,50","3.748,84","3.678,50","","1,90%"
"22.04.2020","3.678,50","3.652,87","3.716,16","3.652,87","","0,70%"
"21.04.2020","3.652,87","3.748,31","3.748,31","3.645,38","","-2,55%"
"20.04.2020","3.748,31","3.819,61","3.822,83","3.748,24","","-1,87%"
"17.04.2020","3.819,61","3.802,47","3.899,89","3.802,47","","0,45%"
"16.04.2020","3.802,47","3.854,71","3.868,87","3.784,70","","-1,36%"
"15.04.2020","3.854,71","3.919,91","3.924,13","3.838,18","","-1,66%"
"14.04.2020","3.919,91","3.859,16","3.930,67","3.859,16","","1,57%"
"13.04.2020","3.859,16","3.822,18","3.859,84","3.758,03","","0,97%"
"09.04.2020","3.822,18","3.759,76","3.860,98","3.759,76","","1,66%"
"08.04.2020","3.759,76","3.711,66","3.788,07","3.711,59","","1,30%"
"07.04.2020","3.711,66","3.748,47","3.824,01","3.711,05","","-0,98%"
"06.04.2020","3.748,47","3.674,43","3.815,64","3.674,43","","2,02%"
"03.04.2020","3.674,43","3.559,25","3.695,11","3.559,25","","3,24%"
"02.04.2020","3.559,25","3.421,39","3.609,08","3.421,39","","4,03%"
"01.04.2020","3.421,39","3.487,49","3.487,49","3.343,62","","-1,90%"
"31.03.2020","3.487,49","3.316,27","3.513,06","3.316,27","","5,16%"
"30.03.2020","3.316,27","3.228,37","3.358,34","3.228,37","","2,72%"
"27.03.2020","3.228,37","3.214,57","3.240,64","3.135,46","","0,43%"
"26.03.2020","3.214,57","3.123,13","3.364,69","3.067,42","","2,93%"
"25.03.2020","3.123,13","2.894,74","3.146,73","2.894,74","","7,89%"
"24.03.2020","2.894,74","2.897,83","3.100,76","2.894,01","","-0,11%"
"23.03.2020","2.897,83","3.077,18","3.128,02","2.896,91","","-5,83%"
"20.03.2020","3.077,18","3.081,43","3.310,93","3.075,96","","-0,14%"
"19.03.2020","3.081,43","2.876,03","3.178,23","2.876,03","","7,14%"
"18.03.2020","2.876,03","3.271,40","3.271,40","2.850,78","","-12,09%"
"17.03.2020","3.271,40","3.232,36","3.395,34","3.219,54","","1,21%"
"16.03.2020","3.232,36","3.763,57","3.765,08","3.224,82","","-14,11%"
"13.03.2020","3.763,57","3.727,60","3.886,33","3.683,47","","0,96%"
"12.03.2020","3.727,60","3.979,67","3.979,67","3.704,09","","-6,33%"
"11.03.2020","3.979,67","4.070,29","4.073,13","3.972,71","","-2,23%"
"10.03.2020","4.070,29","4.035,54","4.168,28","4.035,54","","0,86%"
"09.03.2020","4.035,54","4.229,46","4.229,46","4.035,54","","-4,58%"
"06.03.2020","4.229,46","4.324,09","4.324,09","4.228,82","","-2,19%"
"05.03.2020","4.324,09","4.366,36","4.366,36","4.298,56","","-0,97%"
"04.03.2020","4.366,36","4.289,40","4.368,06","4.289,40","","1,79%"
"03.03.2020","4.289,40","4.283,63","4.368,63","4.282,21","","0,13%"
"02.03.2020","4.283,63","4.122,63","4.286,79","4.121,42","","3,91%"
"28.02.2020","4.122,63","4.263,24","4.263,24","4.122,63","","-3,30%"
"27.02.2020","4.263,24","4.297,70","4.299,74","4.203,91","","-0,80%"
"26.02.2020","4.297,70","4.361,41","4.363,65","4.297,70","","-1,46%"
"25.02.2020","4.361,41","4.430,63","4.439,09","4.361,41","","-1,56%"
"24.02.2020","4.430,63","4.532,62","4.532,62","4.420,64","","-2,25%"
"21.02.2020","4.532,62","4.536,05","4.540,99","4.523,69","","-0,08%"
"20.02.2020","4.536,05","4.519,19","4.550,30","4.503,68","","0,37%"
"19.02.2020","4.519,19","4.543,62","4.568,83","4.494,48","","-0,54%"
"18.02.2020","4.543,62","4.631,33","4.631,80","4.543,39","","-1,89%"
"17.02.2020","4.631,33","4.655,86","4.657,43","4.618,82","","-0,53%"
"14.02.2020","4.655,86","4.659,81","4.670,34","4.627,48","","-0,08%"
"13.02.2020","4.659,81","4.667,90","4.667,90","4.625,90","","-0,17%"
"12.02.2020","4.667,90","4.660,27","4.688,14","4.655,79","","0,16%"
"11.02.2020","4.660,27","4.627,63","4.660,88","4.627,63","","0,71%"
"10.02.2020","4.627,63","4.686,83","4.688,03","4.619,97","","-1,26%"
"07.02.2020","4.686,83","4.699,53","4.705,75","4.658,59","","-0,27%"
"06.02.2020","4.699,53","4.675,28","4.710,61","4.675,28","","0,52%"
"05.02.2020","4.675,28","4.669,25","4.710,08","4.665,86","","0,13%"
"04.02.2020","4.669,25","4.579,45","4.685,89","4.579,45","","1,96%"
"03.02.2020","4.579,45","4.572,06","4.605,01","4.571,08","","0,16%"
"31.01.2020","4.572,06","4.550,91","4.589,34","4.538,99","","0,46%"
"30.01.2020","4.550,91","4.573,85","4.573,85","4.516,97","","-0,50%"
"29.01.2020","4.573,85","4.570,42","4.582,60","4.551,61","","0,08%"
"28.01.2020","4.570,42","4.561,60","4.607,41","4.556,74","","0,19%"
"27.01.2020","4.561,60","4.640,86","4.642,30","4.530,07","","-1,71%"
"24.01.2020","4.640,86","4.652,01","4.694,90","4.634,08","","-0,24%"
"23.01.2020","4.652,01","4.670,02","4.675,98","4.610,56","","-0,39%"
"22.01.2020","4.670,02","4.693,92","4.720,49","4.666,50","","-0,51%"
"21.01.2020","4.693,92","4.816,01","4.816,01","4.693,16","","-2,54%"
"20.01.2020","4.816,01","4.881,32","4.894,43","4.810,51","","-1,34%"
"17.01.2020","4.881,32","4.893,52","4.912,14","4.866,76","","-0,25%"
"16.01.2020","4.893,52","4.883,68","4.893,52","4.866,51","","0,20%"
"15.01.2020","4.883,68","4.922,18","4.924,70","4.847,12","","-0,78%"
"14.01.2020","4.922,18","4.958,79","4.969,83","4.901,41","","-0,74%"
"13.01.2020","4.958,79","4.996,19","5.000,59","4.950,83","","-0,75%"
"10.01.2020","4.996,19","4.898,43","4.996,36","4.889,91","","2,00%"
"09.01.2020","4.898,43","4.909,76","4.914,40","4.862,25","","-0,23%"
"08.01.2020","4.909,76","4.913,36","4.920,98","4.875,29","","-0,07%"
"07.01.2020","4.913,36","4.884,38","4.919,55","4.869,73","","0,59%"
"06.01.2020","4.884,39","4.839,70","4.885,46","4.785,43","","0,92%"
"03.01.2020","4.839,70","4.804,59","4.839,70","4.744,47","","0,73%"
"02.01.2020","4.804,59","4.669,85","4.804,92","4.669,85","","2,89%"
"30.12.2019","4.669,85","4.669,06","4.688,87","4.652,73","","0,02%"
"27.12.2019","4.669,06","4.673,77","4.675,84","4.642,09","","-0,10%"
"26.12.2019","4.673,77","4.714,65","4.728,96","4.656,29","","-0,87%"
"24.12.2019","4.714,65","4.726,10","4.730,54","4.710,15","","-0,24%"
"23.12.2019","4.726,10","4.735,95","4.753,86","4.707,36","","-0,21%"
"20.12.2019","4.735,95","4.752,91","4.767,69","4.729,03","","-0,36%"
"19.12.2019","4.752,91","4.739,00","4.757,71","4.723,29","","0,29%"
"18.12.2019","4.739,00","4.814,68","4.821,64","4.706,27","","-1,57%"
"17.12.2019","4.814,68","4.876,31","4.879,68","4.794,24","","-1,26%"
"16.12.2019","4.876,31","4.884,92","4.904,18","4.873,57","","-0,18%"
"13.12.2019","4.884,92","4.815,27","4.908,11","4.815,27","","1,45%"
"12.12.2019","4.815,27","4.784,73","4.821,50","4.783,51","","0,64%"
"11.12.2019","4.784,73","4.759,73","4.813,93","4.759,73","","0,53%"
"10.12.2019","4.759,73","4.748,20","4.773,62","4.739,61","","0,24%"
"09.12.2019","4.748,20","4.723,80","4.753,33","4.711,51","","0,52%"
"06.12.2019","4.723,80","4.735,10","4.758,39","4.717,90","","-0,24%"
"05.12.2019","4.735,10","4.644,98","4.751,60","4.644,98","","1,94%"
"04.12.2019","4.644,98","4.492,92","4.644,98","4.492,92","","3,38%"
"03.12.2019","4.492,92","4.501,58","4.512,05","4.468,30","","-0,19%"
"02.12.2019","4.501,58","4.538,80","4.553,04","4.499,70","","-0,82%"
"29.11.2019","4.538,80","4.518,68","4.600,75","4.497,56","","0,45%"
"28.11.2019","4.518,68","4.596,44","4.599,36","4.493,69","","-1,69%"
"27.11.2019","4.596,44","4.563,00","4.613,05","4.559,78","","0,73%"
"26.11.2019","4.563,00","4.651,65","4.672,18","4.547,94","","-1,91%"
"25.11.2019","4.651,65","4.729,90","4.729,90","4.649,70","","-1,65%"
"22.11.2019","4.729,90","4.744,30","4.752,99","4.691,15","","-0,30%"
"21.11.2019","4.744,30","4.786,12","4.790,43","4.734,95","","-0,87%"
"20.11.2019","4.786,12","4.791,88","4.817,03","4.743,84","","-0,12%"
"19.11.2019","4.791,88","4.814,17","4.817,73","4.749,79","","-0,46%"
"18.11.2019","4.814,17","4.861,44","4.891,27","4.777,53","","-0,97%"
"15.11.2019","4.861,44","4.498,52","4.863,23","4.498,52","","8,07%"
"14.11.2019","4.498,52","4.412,25","4.505,82","4.411,90","","1,96%"
"13.11.2019","4.412,25","4.544,20","4.546,93","4.408,17","","-2,90%"
"12.11.2019","4.544,20","4.619,59","4.619,96","4.425,29","","-1,63%"
"11.11.2019","4.619,59","4.690,88","4.690,88","4.596,30","","-1,52%"
"08.11.2019","4.690,88","4.672,77","4.704,03","4.654,59","","0,39%"
"07.11.2019","4.672,77","4.599,38","4.672,78","4.597,05","","1,60%"
"06.11.2019","4.599,38","4.730,12","4.732,09","4.566,30","","-2,76%"
"05.11.2019","4.730,12","4.801,56","4.801,57","4.686,11","","-1,49%"
"04.11.2019","4.801,56","4.744,13","4.836,45","4.744,13","","1,21%"
"30.10.2019","4.744,13","4.880,87","4.881,01","4.699,61","","-2,80%"
"29.10.2019","4.880,87","4.962,34","4.963,38","4.852,22","","-1,64%"
"28.10.2019","4.962,34","4.943,85","4.972,95","4.942,84","","0,37%"
"25.10.2019","4.943,85","5.014,95","5.014,95","4.942,69","","-1,42%"
"24.10.2019","5.014,95","4.910,54","5.014,95","4.853,51","","2,13%"
"23.10.2019","4.910,54","4.992,77","5.005,60","4.896,75","","-1,65%"
"22.10.2019","4.992,77","4.953,20","5.018,91","4.925,86","","0,80%"
"21.10.2019","4.953,20","5.192,39","5.194,01","4.920,75","","-4,61%"
"18.10.2019","5.192,39","5.172,31","5.192,39","5.167,04","","0,39%"
"17.10.2019","5.172,31","5.150,11","5.180,53","5.143,16","","0,43%"
"16.10.2019","5.150,11","5.157,50","5.157,50","5.125,05","","-0,14%"
"15.10.2019","5.157,50","5.131,57","5.157,50","5.127,22","","0,51%"
"14.10.2019","5.131,57","5.136,60","5.146,64","5.119,96","","-0,10%"
"11.10.2019","5.136,60","5.056,11","5.136,60","5.056,11","","1,59%"
"10.10.2019","5.056,11","5.032,56","5.062,25","5.028,96","","0,47%"
"09.10.2019","5.032,56","5.041,19","5.061,87","5.028,60","","-0,17%"
"08.10.2019","5.041,19","5.050,95","5.050,95","5.020,46","","-0,19%"
"07.10.2019","5.050,95","5.040,20","5.051,36","5.027,19","","0,21%"
"04.10.2019","5.040,20","5.000,77","5.044,18","5.000,77","","0,79%"
"03.10.2019","5.000,77","5.021,67","5.025,26","4.983,82","","-0,42%"
"02.10.2019","5.021,67","5.042,61","5.046,11","5.007,77","","-0,42%"
"01.10.2019","5.042,61","5.059,04","5.063,36","5.028,11","","-0,32%"
"30.09.2019","5.059,04","5.099,64","5.121,34","5.037,75","","-0,80%"
"27.09.2019","5.099,64","5.026,19","5.152,30","5.026,19","","1,46%"
"26.09.2019","5.026,19","5.006,24","5.026,19","5.003,71","","0,40%"
"25.09.2019","5.006,24","5.000,64","5.006,24","4.954,54","","0,11%"
"24.09.2019","5.000,64","5.025,21","5.041,30","4.988,29","","-0,49%"
"23.09.2019","5.025,21","5.072,93","5.078,87","5.020,35","","-0,94%"
"17.09.2019","5.072,93","5.069,68","5.072,93","5.028,57","","0,06%"
"16.09.2019","5.069,68","5.004,44","5.069,68","4.985,30","","1,30%"
"13.09.2019","5.004,44","4.974,79","5.008,70","4.962,15","","0,60%"
"12.09.2019","4.974,80","4.957,00","4.975,85","4.939,32","","0,36%"
"11.09.2019","4.957,00","4.880,27","4.957,00","4.858,89","","1,57%"
"10.09.2019","4.880,27","4.860,63","4.880,60","4.844,89","","0,40%"
"09.09.2019","4.860,63","4.823,57","4.865,53","4.820,61","","0,80%"
"06.09.2019","4.822,26","4.817,83","4.838,15","4.811,08","","0,09%"
"05.09.2019","4.817,83","4.757,44","4.822,96","4.757,44","","1,27%"
"04.09.2019","4.757,24","4.713,35","4.759,92","4.713,35","","0,75%"
"03.09.2019","4.721,78","4.772,20","4.772,20","4.718,29","","-1,09%"
"02.09.2019","4.773,74","4.804,37","4.804,80","4.764,81","","-0,64%"
"30.08.2019","4.804,37","4.692,20","4.804,58","4.683,88","","2,39%"
"29.08.2019","4.692,20","4.609,64","4.692,59","4.609,64","","1,79%"
"28.08.2019","4.609,64","4.604,96","4.619,68","4.589,45","","0,10%"
"27.08.2019","4.604,96","4.616,64","4.664,20","4.604,68","","-0,25%"
"26.08.2019","4.616,64","4.648,62","4.675,60","4.594,51","","-0,69%"
"23.08.2019","4.648,62","4.738,97","4.739,75","4.644,78","","-1,91%"
"22.08.2019","4.738,97","4.784,49","4.790,82","4.729,42","","-0,95%"
"21.08.2019","4.784,49","4.777,04","4.805,87","4.777,04","","0,16%"
"20.08.2019","4.777,04","4.787,01","4.798,92","4.770,41","","-0,21%"
"19.08.2019","4.787,01","4.798,52","4.830,59","4.787,01","","-0,24%"
"16.08.2019","4.798,52","4.781,03","4.808,76","4.771,91","","0,37%"
"14.08.2019","4.781,03","4.845,60","4.848,06","4.781,03","","-1,33%"
"13.08.2019","4.845,60","4.827,53","4.873,70","4.820,97","","0,37%"
"12.08.2019","4.827,53","4.913,10","4.913,10","4.802,81","","-1,74%"
"09.08.2019","4.913,10","4.910,08","4.941,33","4.891,42","","0,05%"
"08.08.2019","4.910,58","4.811,07","4.913,05","4.811,07","","2,07%"
"07.08.2019","4.811,07","4.777,87","4.826,45","4.763,22","","0,69%"
"06.08.2019","4.777,87","4.780,39","4.837,25","4.777,87","","-0,05%"
"05.08.2019","4.780,39","4.885,29","4.885,29","4.758,58","","-2,15%"
"02.08.2019","4.885,29","4.940,81","4.940,81","4.872,05","","-1,12%"
"01.08.2019","4.940,81","4.972,36","4.990,99","4.940,40","","-0,63%"
"31.07.2019","4.972,36","5.001,10","5.008,56","4.972,11","","-0,57%"
"30.07.2019","5.001,10","5.000,71","5.008,67","4.986,69","","0,01%"
"29.07.2019","5.000,71","4.981,09","5.001,74","4.980,34","","0,39%"
"26.07.2019","4.981,09","4.992,75","5.018,57","4.974,62","","-0,23%"
"25.07.2019","4.992,75","4.969,33","4.993,40","4.962,73","","0,47%"
"24.07.2019","4.969,33","4.997,63","4.998,95","4.966,32","","-0,57%"
"23.07.2019","4.997,63","5.032,09","5.041,20","4.991,67","","-0,68%"
"22.07.2019","5.032,09","5.052,72","5.063,89","5.023,13","","-0,41%"
"19.07.2019","5.052,72","5.041,08","5.059,69","5.027,28","","0,23%"
"18.07.2019","5.041,09","5.050,75","5.057,89","5.035,74","","-0,19%"
"17.07.2019","5.050,75","5.076,43","5.083,16","5.039,63","","-0,51%"
"15.07.2019","5.076,43","5.068,41","5.080,12","5.062,25","","0,16%"
"12.07.2019","5.068,41","5.074,88","5.086,49","5.066,87","","-0,13%"
"11.07.2019","5.074,88","5.073,48","5.090,74","5.068,81","","0,03%"
"10.07.2019","5.073,48","5.054,21","5.074,68","5.046,87","","0,38%"
"09.07.2019","5.054,21","5.066,69","5.074,86","5.036,69","","-0,25%"
"08.07.2019","5.066,69","5.075,73","5.076,79","5.048,07","","-0,18%"
"05.07.2019","5.075,73","5.054,87","5.076,73","5.016,10","","0,41%"
"04.07.2019","5.054,87","5.054,95","5.058,69","5.038,05","","0,00%"
"03.07.2019","5.054,95","5.009,72","5.055,24","5.008,81","","0,90%"
"02.07.2019","5.009,72","5.062,90","5.064,91","5.009,72","","-1,05%"
"01.07.2019","5.062,90","5.070,71","5.099,89","5.062,90","","-0,15%"
"28.06.2019","5.070,71","5.074,03","5.082,00","5.048,96","","-0,07%"
"27.06.2019","5.074,03","5.083,55","5.091,90","5.046,76","","-0,19%"
"26.06.2019","5.083,55","5.098,18","5.098,18","5.075,50","","-0,29%"
"25.06.2019","5.098,18","5.090,65","5.098,44","5.077,19","","0,15%"
"24.06.2019","5.090,65","5.060,00","5.092,48","5.048,05","","0,61%"
"21.06.2019","5.060,00","5.060,72","5.063,98","5.043,56","","-0,01%"
"20.06.2019","5.060,72","5.033,60","5.061,50","5.027,02","","0,54%"
"19.06.2019","5.033,60","5.040,57","5.042,57","5.019,44","","-0,14%"
"18.06.2019","5.040,57","5.024,92","5.058,47","5.024,82","","0,31%"
"17.06.2019","5.024,92","5.058,88","5.060,94","5.024,92","","-0,67%"
"14.06.2019","5.058,88","5.071,76","5.072,83","5.041,52","","-0,25%"
"13.06.2019","5.071,76","5.067,85","5.076,47","5.054,63","","0,08%"
"12.06.2019","5.067,85","5.069,23","5.085,79","5.057,11","","-0,03%"
"11.06.2019","5.069,24","5.018,99","5.093,94","5.018,99","","1,00%"
"10.06.2019","5.018,99","4.951,13","5.019,78","4.951,13","","1,37%"
"07.06.2019","4.951,13","4.926,98","4.968,87","4.922,68","","0,49%"
"06.06.2019","4.926,98","4.957,45","4.967,90","4.920,82","","-0,61%"
"05.06.2019","4.957,45","5.005,38","5.019,41","4.951,55","","-0,96%"
"04.06.2019","5.005,39","5.013,66","5.035,55","5.002,29","","-0,16%"
"03.06.2019","5.013,66","4.977,09","5.019,90","4.974,09","","0,73%"
"31.05.2019","4.977,09","4.934,41","4.987,60","4.904,18","","0,86%"
"30.05.2019","4.934,41","4.876,71","4.942,26","4.872,79","","1,18%"
"29.05.2019","4.876,71","4.798,35","4.877,90","4.798,35","","1,63%"
"28.05.2019","4.798,35","4.850,38","4.863,79","4.798,35","","-1,07%"
"27.05.2019","4.850,38","4.881,47","4.883,26","4.850,29","","-0,64%"
"24.05.2019","4.881,47","4.893,89","4.911,73","4.881,47","","-0,25%"
"23.05.2019","4.893,89","4.920,89","4.920,89","4.873,76","","-0,55%"
"22.05.2019","4.920,89","4.914,48","4.950,66","4.912,53","","0,13%"
"20.05.2019","4.914,48","4.925,58","4.944,58","4.914,48","","-0,23%"
"17.05.2019","4.925,58","4.977,75","4.987,27","4.925,58","","-1,05%"
"16.05.2019","4.977,75","5.005,24","5.016,85","4.977,75","","-0,55%"
"15.05.2019","5.005,24","5.018,93","5.023,27","4.972,47","","-0,27%"
"14.05.2019","5.018,93","4.970,01","5.022,75","4.967,26","","0,98%"
"13.05.2019","4.970,01","5.050,57","5.079,86","4.969,82","","-1,60%"
"10.05.2019","5.050,57","5.045,53","5.073,34","5.008,49","","0,10%"
"09.05.2019","5.045,54","5.060,47","5.069,47","5.016,35","","-0,30%"
"08.05.2019","5.060,47","5.078,64","5.080,31","5.035,74","","-0,36%"
"07.05.2019","5.078,64","5.124,21","5.125,01","5.069,09","","-0,89%"
"06.05.2019","5.124,21","5.132,32","5.143,43","5.086,06","","-0,16%"
"03.05.2019","5.132,32","5.141,58","5.178,80","5.132,32","","-0,18%"
"02.05.2019","5.141,58","5.187,10","5.197,07","5.141,58","","-0,88%"
"30.04.2019","5.187,10","5.169,86","5.187,32","5.155,84","","0,33%"
"29.04.2019","5.169,86","5.191,70","5.191,70","5.167,95","","-0,42%"
"26.04.2019","5.191,70","5.170,42","5.192,98","5.147,20","","0,41%"
"25.04.2019","5.170,42","5.201,44","5.204,89","5.155,13","","-0,60%"
"24.04.2019","5.201,44","5.217,07","5.224,15","5.170,70","","-0,30%"
"23.04.2019","5.217,07","5.234,30","5.238,42","5.197,00","","-0,33%"
"22.04.2019","5.234,30","5.261,71","5.263,80","5.232,96","","-0,52%"
"18.04.2019","5.261,71","5.275,43","5.278,46","5.245,22","","-0,26%"
"17.04.2019","5.275,43","5.261,00","5.279,13","5.258,22","","0,27%"
"16.04.2019","5.261,00","5.232,32","5.261,94","5.227,70","","0,55%"
"15.04.2019","5.232,32","5.239,57","5.255,18","5.228,02","","-0,14%"
"12.04.2019","5.239,57","5.254,87","5.259,40","5.224,76","","-0,28%"
"11.04.2019","5.254,48","5.278,00","5.281,42","5.240,92","","-0,45%"
"10.04.2019","5.278,00","5.281,78","5.285,52","5.265,74","","-0,07%"
"09.04.2019","5.281,78","5.274,72","5.282,15","5.239,79","","0,13%"
"08.04.2019","5.274,72","5.254,94","5.274,72","5.243,63","","0,38%"
"05.04.2019","5.254,94","5.283,70","5.290,31","5.254,94","","-0,54%"
"04.04.2019","5.283,70","5.222,96","5.283,70","5.204,13","","1,16%"
"03.04.2019","5.222,96","5.208,55","5.244,14","5.202,69","","0,28%"
"02.04.2019","5.208,55","5.256,67","5.266,10","5.193,33","","-0,92%"
"01.04.2019","5.256,67","5.259,41","5.287,59","5.255,56","","-0,05%"
"29.03.2019","5.259,41","5.214,02","5.259,41","5.214,02","","0,87%"
"28.03.2019","5.214,02","5.174,14","5.214,02","5.167,33","","0,77%"
"27.03.2019","5.174,14","5.190,89","5.192,92","5.154,59","","-0,32%"
"26.03.2019","5.190,89","5.193,52","5.209,90","5.166,60","","-0,05%"
"25.03.2019","5.193,52","5.209,98","5.224,83","5.155,16","","-0,32%"
"22.03.2019","5.209,98","5.261,33","5.264,54","5.175,93","","-0,98%"
"21.03.2019","5.261,33","5.245,09","5.262,38","5.232,96","","0,31%"
"20.03.2019","5.245,09","5.305,72","5.309,84","5.245,09","","-1,14%"
"19.03.2019","5.305,72","5.324,40","5.339,54","5.303,04","","-0,35%"
"18.03.2019","5.324,40","5.324,12","5.339,83","5.306,38","","0,01%"
"15.03.2019","5.324,12","5.300,79","5.345,32","5.300,79","","0,44%"
"14.03.2019","5.300,79","5.313,49","5.317,97","5.286,63","","-0,24%"
"13.03.2019","5.313,49","5.289,44","5.319,17","5.289,44","","0,45%"
"12.03.2019","5.289,44","5.299,33","5.328,39","5.288,22","","-0,19%"
"11.03.2019","5.299,33","5.274,96","5.329,91","5.273,77","","0,46%"
"08.03.2019","5.274,96","5.256,82","5.285,31","5.213,37","","0,35%"
"07.03.2019","5.256,82","5.256,07","5.267,59","5.236,42","","0,01%"
"06.03.2019","5.256,07","5.229,90","5.260,60","5.229,90","","0,50%"
"05.03.2019","5.229,90","5.240,89","5.255,05","5.227,34","","-0,21%"
"04.03.2019","5.240,89","5.274,66","5.291,91","5.229,58","","-0,64%"
"01.03.2019","5.274,66","5.287,54","5.301,04","5.269,44","","-0,24%"
"28.02.2019","5.287,54","5.372,59","5.372,59","5.280,68","","-1,58%"
"27.02.2019","5.372,59","5.475,54","5.476,20","5.356,58","","-1,88%"
"26.02.2019","5.475,54","5.479,69","5.493,32","5.449,30","","-0,08%"
"25.02.2019","5.479,69","5.483,92","5.515,95","5.477,96","","-0,08%"
"22.02.2019","5.483,92","5.439,12","5.485,09","5.434,45","","0,82%"
"21.02.2019","5.439,12","5.410,50","5.439,21","5.387,44","","0,53%"
"20.02.2019","5.410,50","5.386,31","5.422,75","5.384,99","","0,45%"
"19.02.2019","5.386,31","5.370,29","5.387,37","5.358,52","","0,30%"
"18.02.2019","5.370,29","5.399,83","5.401,47","5.360,10","","-0,55%"
"15.02.2019","5.399,83","5.376,39","5.401,79","5.356,37","","0,44%"
"14.02.2019","5.376,39","5.386,61","5.398,75","5.368,13","","-0,19%"
"13.02.2019","5.386,61","5.384,88","5.398,75","5.376,64","","0,03%"
"12.02.2019","5.384,88","5.375,07","5.384,88","5.358,40","","0,18%"
"11.02.2019","5.375,07","5.379,08","5.398,28","5.363,02","","-0,07%"
"08.02.2019","5.379,09","5.426,94","5.431,13","5.360,37","","-0,88%"
"07.02.2019","5.426,94","5.426,51","5.442,87","5.409,27","","0,01%"
"06.02.2019","5.426,51","5.466,54","5.470,81","5.425,41","","-0,73%"
"05.02.2019","5.466,54","5.472,93","5.479,84","5.461,64","","-0,12%"
"04.02.2019","5.472,93","5.452,97","5.481,08","5.429,30","","0,37%"
"01.02.2019","5.452,97","5.405,61","5.455,36","5.405,61","","0,88%"
"31.01.2019","5.405,61","5.388,34","5.453,09","5.388,31","","0,32%"
"30.01.2019","5.388,34","5.415,76","5.422,51","5.386,60","","-0,51%"
"29.01.2019","5.415,76","5.445,91","5.446,60","5.407,92","","-0,55%"
"28.01.2019","5.445,91","5.441,72","5.446,08","5.376,24","","0,08%"
"25.01.2019","5.441,72","5.414,85","5.442,45","5.407,02","","0,50%"
"24.01.2019","5.414,85","5.402,74","5.415,50","5.385,44","","0,22%"
"23.01.2019","5.402,74","5.401,13","5.418,67","5.369,04","","0,03%"
"22.01.2019","5.401,13","5.456,39","5.456,39","5.344,31","","-1,04%"
"21.01.2019","5.457,80","5.479,04","5.484,18","5.423,01","","-0,39%"
"18.01.2019","5.479,04","5.435,94","5.479,36","5.435,94","","0,79%"
"17.01.2019","5.435,94","5.419,07","5.435,94","5.401,67","","0,31%"
"16.01.2019","5.419,07","5.373,92","5.419,14","5.373,39","","0,84%"
"15.01.2019","5.373,92","5.357,15","5.377,58","5.354,25","","0,31%"
"14.01.2019","5.357,15","5.352,88","5.357,93","5.313,41","","0,08%"
"11.01.2019","5.352,88","5.297,95","5.358,44","5.297,69","","1,04%"
"10.01.2019","5.297,95","5.264,51","5.303,31","5.256,29","","0,64%"
"09.01.2019","5.264,51","5.224,28","5.281,22","5.224,28","","0,77%"
"08.01.2019","5.224,28","5.190,06","5.229,69","5.190,06","","0,66%"
"07.01.2019","5.190,06","5.189,20","5.221,37","5.181,24","","0,02%"
"04.01.2019","5.189,20","5.129,15","5.195,45","5.128,83","","1,17%"
"03.01.2019","5.129,15","5.125,37","5.146,30","5.096,07","","0,07%"
"02.01.2019","5.125,37","5.105,43","5.137,32","5.064,41","","0,39%"
